,name,tags
331,Журналист-копирайтер (проект),"['Написание статей', 'Грамотность', 'Креативность', 'Удаленная работа', 'Photoshop']"
332,Журналист-копирайтер,"['Грамотная речь', 'Грамотность', 'Поиск информации в интернет', 'Рерайтинг', 'Творческое мышление']"
333,Журналист-копирайтер,"['Написание текстов', 'Написание статей', 'Написание рекламных статей', 'Написание пресс-релизов', 'Литературное редактирование']"
334,Журналист/редактор Telegram-канала,"['Написание текстов', 'Корректура текстов', 'Грамотная речь', 'Грамотность', 'Стрессоустойчивость']"
335,Специалист по связям с общественностью (PR),"['Грамотная речь', 'Управление проектами', 'Работа со СМИ', 'Разработка концепции', 'Грамотность', 'PR', 'Подготовка комментарие для прессы', 'Организация PR кампаний']"
336,Пресс-секретарь Федерального агентства лесного хозяйства,"['Грамотная речь', 'Работа с большим объемом информации', 'Написание текстов', 'Работа со СМИ', 'Грамотность']"
337,Старший менеджер по связям с общественностью и СМИ (старший PR-менеджер),"['Английский\xa0— A1 — Начальный', 'PR', 'Работа со СМИ', 'Организация мероприятий', 'Написание текстов', 'Написание пресс-релизов', 'Стрессоустойчивость', 'Работа в команде', 'Коммуникабельность', 'Организованность']"
338,Сценарист (подростковые истории),"['Английский\xa0— A1 — Начальный', 'Креативность', 'Написание сценариев', 'Написание текстов', 'Грамотность', 'Литературная деятельность', 'Sony Vegas', 'Русский язык', 'Журналистика', 'Копирайтинг', 'Корректура текстов', 'Грамотная речь', 'Написание статей', 'Удаленная работа']"
339,Сценарист на научно-фантастические ролики,"['Английский\xa0— A1 — Начальный', 'Написание сценариев', 'Написание текстов', 'Работа в команде', 'Грамотность', 'Работа с большим объемом информации', 'Креативность', 'Корректура текстов', 'Литературное редактирование', 'Литературная деятельность', 'Удалённая работа', 'YouTube', 'Редакторская деятельность', 'Редактирование текстов', 'Сценарист']"
340,Журналист-копирайтер,"['Удаленная работа', 'Рерайтинг', 'Копирайтинг', 'Грамотный русский язык', 'Высокая скорость печати', 'Поиск информации в интернет', 'Умение работать в условиях многозадачности', 'Работа с большим объемом информации']"
341,Корреспондент/Журналист,"['Английский язык', 'Грамотность', 'Грамотная речь', 'Работа в команде', 'Креативность', 'Грамотная письменная речь', 'Грамотный русский язык', 'Работа в условиях многозадачности', 'Коммуникабельность, ответственность']"
342,Сценарист (YouTube Мультсериал),"['Креативность', 'Работа в команде', 'Грамотная речь', 'Написание текстов', 'Написание сценариев', 'Юмор', 'Удаленная работа']"
343,Специалист отдела пресс-службы Минздрава России,"['Написание пресс-релизов', 'Написание текстов', 'Редактирование', 'Написание статей', 'Редактирование текстов', 'Рерайтинг', 'Журналистика', 'Многозадачность', 'Грамотная речь', 'Социальные сети', 'Грамотность', 'Ведение групп в социальных сетях']"
344,PR менеджер (проекты инфраструктуры),"['SMM', 'Копирайтинг', 'PR', 'Креативность', 'Управление проектами']"
345,Специалист пресс-службы,"['Написание текстов', 'PR', 'Медиа-мониторинг', 'Организация пресс-конференций', 'Наличие контактов с журналистами']"
346,Корреспондент,"['Написание текстов', 'Корректура текстов', 'Грамотность', 'Написание статей', 'Редактирование']"
347,Редактор / копирайтер,"['Написание статей', 'Написание текстов', 'PR', 'Журналистика', 'Написание пресс-релизов']"
348,Журналист-редактор на telegram-канал,"['Грамотная речь', 'Работа в команде', 'Грамотность', 'Работа с большим объемом информации', 'Internet']"
349,Журналист-копирайтер,[]
350,Пресс-секретарь,"['Написание текстов', 'Организация пресс-конференций', 'Наличие контактов с журналистами', 'Взаимодействие с телевидением', 'Медиа-мониторинг']"
351,Специалист по связям с общественностью / Райтер,[]
352,PR-менеджер,"['Написание текстов', 'PR', 'Федеральные СМИ', 'Электронные СМИ', 'Анализ PR стратегии конкурентов', 'Грамотная речь']"
353,PR менеджер в IT компанию,"['Английский\xa0— B2 — Средне-продвинутый', 'PR', 'Event Management', 'Коммуникативная стратегия', 'Организация мероприятий', 'PR Events', 'Мониторинг СМИ', 'Написание текстов', 'PR первых лиц компании', 'Анализ PR стратегии конкурентов', 'Формирование пула лояльных СМИ', 'Наличие контактов с журналистами', 'Медиа-мониторинг', 'SMM', 'Разработка PR стратегии', 'Деловые СМИ', 'Социальные сети', 'Многозадачность', 'Системное мышление', 'Системный подход', 'Коммуникативные навыки']"
354,Ведущий менеджер по внешним коммуникациям (Сейлз-хаус «Индекс 20»),"['Креативность', 'PR', 'Грамотная речь', 'Написание текстов']"
355,Контент-директор,"['Копирайтинг', 'Написание текстов', 'Наполнение контентом', 'Написание статей', 'Управление проектами']"
356,Контент-менеджер,[]
357,Стажер — Контент-менеджер сайта про образование за рубежом,"['Английский\xa0— C1 — Продвинутый', 'Наполнение контентом', 'Редактирование текстов', 'Работа в команде', 'SEO', 'Высокая скорость печати', 'Работа с большим объемом информации', 'Грамотность', 'Работа с базами данных', 'Мониторинг сайта', 'Составление контент-плана', 'Анализ контента', 'Поиск и написание новостей', 'Ведение деловой переписки', 'Аналитический склад ума', 'Переработка метатегов', 'Работа с метриками', 'Оптимизация сайта']"
358,Специалист по связям с общественностью Сети природных парков «Вулканы Камчатки»,"['PR', 'Продвижение бренда', 'Маркетинговые коммуникации', 'Работа со СМИ', 'Медиапланирование', 'Написание пресс-релизов', 'Организация пресс-конференций']"
359,SMM-менеджер,"['SMM', 'Управление проектами', 'Интернет-реклама', 'Internet Marketing', 'Продвижение бренда', 'Бюджетирование', 'Маркетинговый анализ', 'Управление интернет-проектами', 'Маркетинговые коммуникации', 'Маркетинговые исследования', 'Стратегический маркетинг', 'Маркетинговое планирование', 'Планирование маркетинговых кампаний', 'Планирование рекламных кампаний', 'Медиапланирование', 'Разработка маркетинговой стратегии', 'Организаторские навыки', 'Аудит SMM', 'PR', 'SMO', 'Лидогенерация', 'Продвижение в социальных группах', 'Ведение групп в социальных сетях', 'Партнерские программы в социальных сетях', 'Таргетинг', 'работа со статистикой']"
360,PR-специалист (проекты строительства и транспорта),"['PR', 'Анализ PR стратегии конкурентов', 'Медиа-мониторинг', 'PR первых лиц компании', 'Формирование пула лояльных СМИ', 'Медиапланирование', 'Социальные сети', 'Региональный PR', 'Подготовка комментарие для прессы', 'GR', 'Деловые СМИ']"
361,PR manager (Global),"['Английский\xa0— C1 — Продвинутый', 'Fluent English', 'PR', 'Creative Writing', 'B2B Marketing', 'Information Security']"
362,Контент-менеджер,"['Грамотная речь', 'Написание текстов', 'Грамотность', 'Поиск информации в интернет', 'Креативность', 'Желание расти и развиваться', 'Мотивированность']"
363,Новостник выходного и праздничного дня (удаленно),"['Грамотная речь', 'Грамотность', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Работа в выходные дни']"
364,Copywriter / Копирайтер со знанием английского языка,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Creative Writing', 'Грамотность', 'Fluent English', 'Копирайтинг', 'Креативность']"
365,Специалист пресс-центра,"['Работа с большим объемом информации', 'Грамотная речь', 'Мониторинг СМИ', 'Написание текстов', 'Грамотность']"
366,Руководитель отдела внешних коммуникаций,"['Управление проектами', 'Грамотная речь', 'Многозадачность', 'PR', 'Написание пресс-релизов', 'Подготовка комментарие для прессы', 'Работа со СМИ', 'Редактирование текстов', 'Копирайтинг', 'Информационные рассылки', 'Разработка PR стратегии']"
367,PR менеджер (fashion/beauty),"['Написание текстов', 'Продвижение бренда', 'Написание статей', 'Копирайтинг', 'Креативность']"
368,Менеджер по маркетингу и рекламе,[]
369,Senior PR Manager,"['Английский\xa0— C1 — Продвинутый', 'Реклама', 'корпоративные коммуникации', 'PR', 'Планирование маркетинговых кампаний', 'Креативность', 'Маркетинговые коммуникации']"
370,Контент-маркетолог,"['Написание текстов', 'Написание статей', 'Грамотность', 'Грамотная речь', 'Ведение переговоров']"
371,PR менеджер (со знанием английского языка),"['Копирайтинг', 'Креативность', 'Английский язык', 'Работа в команде', 'Французский язык', 'Грамотная речь']"
372,Marketing manager в крупную выставочную компанию,"['Английский язык', 'Написание рекламных статей', 'Social Media Marketing', 'Написание пресс-релизов', 'Копирайтинг', 'SMM', 'Tilda', 'Работа со СМИ', 'Грамотность', 'Разработка концепции', 'Продвижение бренда']"
373,Контент-менеджер в BORJIA Restaurant & Bar,"['Креативность', 'Написание текстов', 'Написание статей', 'Копирайтинг', 'Работа в команде']"
374,Контент-менеджер,"['Копирайтинг', 'Adobe Photoshop', 'Грамотность', 'Наполнение контентом', 'Креативность']"
375,INTERN | DIGITAL,"['Английский\xa0— B1 — Средний', 'PR', 'Написание текстов', 'Копирайтинг', 'Журналистика', 'Написание пресс-релизов', 'Работа с большим объемом информации', 'Работа с базами данных', 'Английский язык', 'Управление проектами']"
376,Контент-маркетолог,"['Пользователь ПК', 'Грамотная речь', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Грамотность']"
377,Менеджер по рекламе,"['Активные продажи', 'Поиск и привлечение клиентов', 'Навыки продаж', 'Деловое общение', 'Прямые продажи']"
378,Редактор сайта (тематика - ИТ и Информационная безопасность),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Написание текстов', 'Написание статей', 'Грамотная речь', 'Грамотность', 'Журналистика', 'Удаленная работа', 'Интервьюирование']"
379,Заместитель начальника департамента по СМИ,"['Работа со СМИ', 'PR', 'Написание пресс-релизов', 'Мониторинг СМИ', 'Организация пресс-конференций']"
380,Маркетолог / Комьюнити-менеджер,"['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'Грамотная речь', 'Креативность', 'Грамотность', 'Социальные сети']"
381,Помощник руководителя,"['MS PowerPoint', 'Грамотность', 'Деловая коммуникация', 'Внутренние коммуникации', 'Планирование']"
382,Менеджер по маркетингу и продвижению брендов,"['Маркетинговые исследования', 'Планирование маркетинговых кампаний', 'Маркетинговый анализ', 'Маркетинговые коммуникации', 'Продвижение бренда']"
383,Менеджер по продажам рекламы 29.RU,"['Холодные продажи', 'B2B Продажи', 'Активные продажи', 'Интернет-реклама', 'Прямые продажи']"
384,Менеджер по продажам рекламы 59.RU,"['Холодные продажи', 'B2B Продажи', 'Активные продажи', 'Интернет-реклама', 'Прямые продажи']"
385,Руководитель контент-отдела,"['Управление персоналом', 'Обучение персонала', 'Наполнение контентом', 'Пользователь ПК', 'Работа в команде', 'Грамотность', 'Работа в условиях многозадачности', 'Организаторские навыки']"
386,Менеджер по маркетингу (отели),"['Копирайтинг', 'Интернет-реклама', 'Маркетинговые коммуникации', 'Планирование маркетинговых кампаний', 'Маркетинг услуг']"
387,CMO / Marketing Specialist,[]
388,Менеджер по продажам рекламы E1.RU,"['Холодные продажи', 'B2B Продажи', 'Активные продажи', 'Интернет-реклама', 'Прямые продажи']"
389,Менеджер по продажам рекламы UFA1.RU,"['Холодные продажи', 'B2B Продажи', 'Активные продажи', 'Интернет-реклама', 'Прямые продажи']"
390,Менеджер по продажам рекламы 161.RU,"['Холодные продажи', 'B2B Продажи', 'Активные продажи', 'Интернет-реклама', 'Прямые продажи']"
391,Менеджер по продажам рекламы NN.RU,"['B2B Продажи', 'Активные продажи', 'Прямые продажи', 'Ведение переговоров', 'Поиск и привлечение клиентов', 'Холодные продажи']"
392,"Продавец-консультант (Журналистов,57)","['Пользователь ПК', 'Торговля', '1С: Торговля', 'Способность обучать других', 'Знание 1С']"
393,Секретарь/помощник руководителя/пресс - секретарь,"['Делопроизводство', 'Грамотная речь', 'Организация работы приемной', 'Деловое общение', 'Деловая переписка']"
394,Team Lead Creative Designer,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe After Effect', 'Графический дизайн', 'Дизайн']"
395,Менеджер по продажам услуг,[]
396,Менеджер отдела продаж,"['Активные продажи', 'CRM', 'Телефонные переговоры', 'Консультирование', 'Деловое общение']"
397,Product marketing manager,"['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'Аналитическое мышление', 'Product Management', 'A/B тесты', 'Google Analytics']"
398,Senior Digital Designer,"['Adobe Photoshop', 'Adobe After Effect', 'Adobe Illustrator', 'Креативность']"
399,Team Lead Digital Designer,"['Adobe Photoshop', 'Adobe After Effect', 'Adobe Illustrator', 'Креативность']"
400,Руководитель PR в IT,[]
401,Руководитель PR в IT,[]
402,Руководитель PR в IT,[]
403,Финансовый аналитик,['Английский\xa0— B2 — Средне-продвинутый']
404,Team Lead UI/UX Designer of web team,"['UX', 'Adobe Photoshop', 'UI', 'Web-дизайн']"
405,Финансовый аналитик,['Английский\xa0— B2 — Средне-продвинутый']
406,Менеджер по оптовым продажам,"['Навык продаж', 'Навыки переговоров', 'Навыки презентации', 'Телефонные переговоры', 'Холодные продажи', 'Поиск и привлечение клиентов', 'Развитие продаж', 'Деловая переписка', 'Маркетинговый анализ', 'Заключение договоров', 'B2B Продажи', 'Прямые продажи', 'Работа с дебиторской задолженностью', 'Планирование продаж', '1С: Предприятие 8']"
407,Product Analyst (mobile app),"['SQL', 'Маркетинговый анализ', 'Подготовка презентаций', 'Аналитические исследования', 'MS PowerPoint', 'Amplitude', 'A/B тесты', 'MS Excel', 'Adjust', 'Appmetrica']"
408,Менеджер по продажам рекламы V1.RU,[]
409,Менеджер по продажам,"['Активные продажи', '1С: Торговля', 'Прямые продажи', 'Навыки продаж', 'Поиск и привлечение клиентов']"
410,Менеджер по планированию ассортимента (Fashion-retail),"['Аналитическое мышление', 'Анализ ассортиментной линейки', 'Планирование запасов', 'Анализ продаж', 'Аналитические исследования', 'Fashion', 'Fashion Trends', 'Retail', 'Планирование продаж', 'Знание технологий продаж', 'Оптимизация товарных запасов', 'E-Commerce', 'Ассортиментная матрица']"
411,Lead Android Developer,"['Android SDK', 'Android', 'Git', 'REST', 'Kotlin', 'Viper']"
412,Менеджер по продажам элитных домов,"['Ведение переговоров', 'Грамотная речь', 'Активные продажи', 'Навыки продаж', 'Деловое общение']"
413,Senior DBA,"['Golang', 'PHP', 'ClickHouse', 'MySQL', 'PostgreSQL', 'Redis', 'MongoDB', 'gRPC', 'Protobuf', 'WebSocket', 'RabbitMQ', 'Docker', 'CI/CD']"
414,Разработчик С#,"['SQL', 'С#', 'Высокая энергичность', 'MS SQL', 'ELMA', 'Умение работать в условиях многозадачности', 'Соблюдение сроков', 'Логика']"
415,Go Developer,"['Golang', 'MongoDB', 'Redis', 'MySQL', 'RabbitMQ', 'ClickHouse', 'API', 'Kafka', 'WebSocket', 'Highload', 'Go', 'gRPC', 'NoSQL', 'Базы данных']"
416,QA Automation Engineer,"['Функциональное тестирование', 'Test case', 'postman', 'Android', 'iOS', 'QA', 'Тестирование', 'UI', 'API', 'Нагрузочное тестирование']"
417,Android developer,"['Java', 'Android SDK', 'Android', 'Git', 'REST', 'MVVM', 'Room', 'Retrofit', 'RxJava2', 'Dagger2', 'Мобильное приложение']"
418,Senior Devops инженер,"['Zabbix', 'CI/CD', 'Docker', 'Jenkins', 'MongoDB', 'PostgreSQL', 'Chef', 'Terraform', 'Puppet', 'Git', 'Gitlab CI', 'Ansible', 'Pipeline', 'k8s', 'ansible', 'MySQL', 'VictoriaMetrics']"
419,Грузчик-комплектовщик,"['аккуратность', 'Ответственность']"
420,Начальник склада,"['1С: Склад', 'Инвентаризация', 'Складской Учет', 'Учет товаров', 'WMS', 'Управление складом', 'Руководство коллективом', 'Руководство людьми', 'принимать решения и за их результаты отвечать самостоятельно', 'Работа в условиях многозадачности', 'Стабильность', 'Оптимизация логистических процессов', 'Работа в коллективе', 'Учет ТМЦ', 'Складской документооборот', 'Контроль отгрузок', 'Складская логистика', 'Материальная ответственность', 'Подбор персонала', 'Грамотная речь', 'Работа с ТМЦ']"
421,Программист С#,"['.NET Framework', 'C#', 'MS SQL', 'ELMA']"
422,Менеджер по продажам и работе с клиентами 76.RU,[]
423,Новостник выходного и праздничного дня (удаленно),"['Грамотная речь', 'Грамотность', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Работа в выходные дни']"
424,Преподаватель курса по основам блогинга,"['Обучение и развитие', 'Обучение', 'Грамотная речь', 'Дистанционное обучение', 'Образование', 'Пользователь ПК', 'Преподавание', 'Педагогика', 'Блогинг', 'Контент']"
425,Руководитель контент-отдела,"['Управление персоналом', 'Обучение персонала', 'Наполнение контентом', 'Пользователь ПК', 'Работа в команде', 'Грамотность', 'Работа в условиях многозадачности', 'Организаторские навыки']"
426,PR-менеджер,"['Английский\xa0— A1 — Начальный', 'PR', 'Публичные выступления', 'Организация пресс-конференций', 'PR первых лиц компании', 'Наличие контактов с журналистами']"
427,Специалист по маркетингу в ИТ Компанию (Не интернет маркетинг),"['Работа со СМИ', 'Организаторские навыки', 'Интервьюирование', 'Управление проектами', 'Написание пресс-релизов', 'B2B маркетинг', 'Креативность', 'Системное мышление', 'Анализ PR стратегии конкурентов', 'Стратегическое мышление']"
428,Контент-менеджер,"['Adobe Photoshop', '1С-Битрикс', 'Наполнение контентом', 'Обработка изображений', 'HTML']"
429,Помощник мирового судьи,"['Делопроизводство', 'Протоколирование', 'Уголовное процессуальное право', 'Исходящая документация', 'входящая документация']"
430,Помощник мирового судьи,"['Делопроизводство', 'Протоколирование', 'Уголовное процессуальное право', 'Исходящая документация', 'входящая документация']"
431,Руководитель управления маркетинговых коммуникаций,"['Контекстная реклама', 'Google Analytics', 'Интернет-реклама', 'Веб-аналитика', 'Google AdWords']"
432,Помощник мирового судьи,"['Делопроизводство', 'Протоколирование', 'Уголовное процессуальное право', 'Исходящая документация', 'входящая документация']"
433,Помощник мирового судьи,"['Делопроизводство', 'Протоколирование', 'Уголовное процессуальное право', 'Исходящая документация', 'входящая документация']"
434,"PR менеджер/PR директор (эко, туризм, архитектура)","['Английский\xa0— B1 — Средний', 'Написание текстов', 'Федеральные СМИ', 'Региональные СМИ', 'Организация пресс-конференций', 'Написание статей', 'Написание пресс-релизов', 'Организаторские навыки', 'PR', 'Грамотная речь', 'Работа со СМИ']"
435,Директор по маркетингу и PR,"['Планирование маркетинговых кампаний', 'Продвижение бренда', 'Маркетинговые коммуникации', 'Анализ PR стратегии конкурентов', 'Управление бюджетом', 'Организация PR кампаний', 'Коммуникативная стратегия', 'Внутренние коммуникации', 'Маркетинговое планирование', 'Маркетинговый анализ', 'Проведение рекламных кампаний', 'Разработка PR стратегии', 'Анализ рынка', 'Вывод продукта на рынок', 'Маркетинговая стратегия', 'Анализ текущей ситуации', 'Умение работать в условиях многозадачности', 'Анализ торговой марки', 'Стратегический маркетинг', 'Деловые СМИ']"
436,Ведущий юрист (строительство),"['Договорная работа', 'Претензионная работа', 'Составление договоров', 'Работа в команде', 'Планирование', '44-ФЗ', '223-ФЗ', '275-ФЗ', '187-ФЗ', 'Арбитражные суды', 'Ответственность за результат', 'Гибкость мышления', 'Согласование договоров', 'Договоры подряда', 'Договоры поставки', '44-ФЗ, 223-ФЗ', 'Договорное право']"
437,Интернет-маркетолог,"['SMM', 'WEB аналитика', 'Email маркетинг', 'SMS маркетинг', 'Ведение мобильных рекламных кампаний']"
438,Заместитель руководителя пресс-службы,"['PR', 'Работа со СМИ', 'Организация мероприятий', 'Грамотность', 'Написание текстов', 'Грамотная речь', 'Креативность', 'Медиапланирование', 'Наличие контактов с журналистами', 'Копирайтинг']"
439,Руководитель PR-отдела,[]
440,PR-менеджер/Менеджер по продвижению/SMM-маркетолог,"['Копирайтинг', 'SMM', 'Управление проектами', 'Наполнение контентом', 'Продвижение бренда']"
441,Дата-журналист/ Аналитик-редактор,"['Написание текстов', 'Грамотность', 'Креативность', 'Умение принимать решения', 'Проведение опросов']"
442,Редактор (молекулярная биология),"['Английский\xa0— C1 — Продвинутый', 'Грамотность', 'Грамотная речь', 'Поиск информации в интернет', 'Английский язык', 'Редактирование']"
443,"PR Менеджер (IT, ИБ) в компанию «Spacebit»","['Написание текстов', 'Написание статей', 'Копирайтинг', 'Креативность', 'Написание пресс-релизов']"
444,Специалист по трейд-маркетингу / SMM,"['Написание текстов', 'Копирайтинг', 'Грамотность', 'SMM', 'Ведение групп в социальных сетях', 'Наполнение контентом', 'Продвижение в социальных группах', 'Работа с блогерами']"
445,Руководитель отдела маркетинга,"['Продвижение бренда', 'Планирование маркетинговых кампаний', 'Маркетинговые исследования', 'Маркетинговые коммуникации', 'Медиапланирование']"
446,Интернет-маркетолог,"['Контекстная реклама', 'Лидогенерация', 'WEB аналитика', 'Копирайтинг', 'SMM', 'Яндекс.Директ', 'Google Analytics', 'Яндекс.Метрика', 'Веб-аналитика', 'SQL', 'Google AdWords', 'Маркетинговый анализ', 'Медиапланирование', 'Управление интернет-проектами', 'Интернет-реклама', 'Планирование маркетинговых кампаний', 'Анализ рынка', 'Интернет маркетинг', 'Маркетинговые исследования', 'Internet Marketing', 'Стратегический маркетинг', 'Разработка маркетинговой стратегии', 'Работа в условиях многозадачности', 'Формирование технического задания для разработки', 'Внешний аудит контекстной рекламы', 'Аудит SMM', 'SMS маркетинг', 'Планирование рекламных кампаний']"
447,Специалист по информационной безопасности,"['Английский\xa0— A1 — Начальный', 'Информационная безопасность', 'Многозадачность', 'Умение работать в коллективе', 'СКУД']"
448,Product marketing manager,"['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'Аналитическое мышление', 'Product Management', 'A/B тесты', 'Google Analytics']"
449,Главный бухгалтер,"['Бухгалтерская отчетность', 'Налоговая отчетность', 'Расчет заработной платы', 'Первичная документация', 'Банк-клиент']"
450,.Net backend developer,"['.NET Framework', 'PostgreSQL', 'C#', 'Креативность', 'ORM', 'Оптимизация кода', 'Удаленная работа', 'Рефакторинг кода']"
451,Senior C++ разработчик (Multimedia Core),"['C++', 'Работа в команде']"
452,Рабочий по комплексному обслуживанию зданий,[]
453,Редактор-оператор транспортного чат-бота,"['Грамотность', 'Грамотная речь', 'Работа с большим объемом информации', 'Работа в команде', 'Работа с базами данных']"
454,Шеф-редактор в отраслевое онлайн-СМИ,"['Редакторская деятельность', 'Копирайтинг', 'Редактирование текстов', 'Управление проектами', 'Организаторские навыки', 'diigital', 'Medialogia', 'онлайн', 'Управление редакцией', 'Издательская деятельность', 'Редактирование', 'Руководство коллективом', 'Управление командой', 'Наполнение контентом', 'Грамотность', 'Написание текстов', 'Стратегическое мышление']"
455,Тележурналист - Руководитель отраслевого Youtube-канала,"['Adobe After Effect', 'Sony Vegas', 'Пользователь ПК', 'restream', 'movavi', 'youtube', 'Google Analytics', 'Google AdWords', 'Adobe Photoshop', 'DonationAlerts', 'Pixabay', 'Bannersnack', 'Camtasia', 'Журналистика', 'Тележурналистика', 'Взаимодействие с телевидением', 'Видеосъемка', 'Наличие контактов с журналистами', 'PR']"
456,Руководитель пресс-службы,"['PR', 'Наличие контактов с журналистами', 'Медиа-мониторинг', 'Формирование пула лояльных СМИ', 'Работа со СМИ', 'Разработка PR стратегии']"
457,SMM-менеджер,"['SMM', 'Наполнение контентом', 'Internet Marketing', 'Пользователь ПК', 'Креативность', 'Умение работать в команде', 'Грамотность', 'Копирайтинг', 'Удаленная работа']"
458,Бренд-менеджер фитнес-клуба (маркетолог),"['Маркетинговый анализ', 'Продвижение бренда', 'Клиентоориентированность', 'Маркетинговые коммуникации', 'Интернет-реклама']"
459,Начальник отдела по взаимодействию со средствами массовой информации,[]
460,Заместитель начальника отдела по взаимодействию со средствами массовой информации,[]
461,Ведущий специалист-эксперт административно-хозяйственного отдела,"['Пользователь ПК', 'Коммуникабельность', 'Обучаемость', 'Написание текстов', 'Мониторинг СМИ', 'Наличие контактов с журналистами', 'Подготовка комментарие для прессы', 'Подготовка комментариев для телевидения', 'Работа со СМИ', 'Социальные сети', 'Деловая коммуникация', 'Ведение групп в социальных сетях', 'Работа в команде']"
462,Юрист/правозащитник,"['Взаимодействие с правоохранительными органами', 'Грамотная речь', 'Уголовное право', 'Уголовное процессуальное право']"
463,PR Manager,"['Английский язык', 'Marketing Communication', 'Teamplayer', 'Business communication', 'PR', 'Формирование пула лояльных СМИ', 'Наличие контактов с журналистами', 'Написание текстов', 'Creative Writing']"
464,Юрист/правозащитник (в Оренбург),"['Взаимодействие с правоохранительными органами', 'Грамотная речь', 'Уголовное право', 'Уголовное процессуальное право']"
465,Юрист/правозащитник (в Оренбург),"['Взаимодействие с правоохранительными органами', 'Грамотная речь', 'Уголовное право', 'Уголовное процессуальное право']"
466,Специалист пресс-службы,"['Написание текстов', 'PR', 'Наличие контактов с журналистами', 'Формирование пула лояльных СМИ', 'Медиа-мониторинг']"
467,Продавец-кассир,"['Пользователь ПК', 'Работа в команде', 'Грамотная речь', 'Заключение договоров', 'Консультирование']"
468,Контент-менеджер (Департамент УС),"['Стрессоустойчивость', 'Ответственность, внимательность']"
469,Менеджер IT-проектов (Technical),"['Управление проектами', 'Ведение переговоров', 'Организаторские навыки', 'Atlassian Jira', 'Atlassian Confluence', 'Miro', 'Figma', 'UML', 'BPMN']"
470,Специалист технической поддержки (английский язык),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'Грамотная речь', 'Customer Support', 'Техническая поддержка', 'English language', 'Французский язык']"
471,Специалист технической поддержки (английский язык),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'Грамотная речь', 'Customer Support', 'Техническая поддержка', 'English language', 'Французский язык']"
472,Специалист технической поддержки (английский язык),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'Грамотная речь', 'Customer Support', 'Техническая поддержка', 'English language', 'Французский язык']"
473,Специалист технической поддержки (английский язык),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'Грамотная речь', 'Customer Support', 'Техническая поддержка', 'English language', 'Французский язык']"
474,Специалист технической поддержки (английский язык),"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Грамотность', 'Грамотная речь', 'Customer Support', 'Техническая поддержка', 'English language', 'Французский язык']"
475,Инженер по охране труда и технике безопасности,"['Промышленная безопасность', 'Ведение переговоров', 'Умение планировать', 'Разработка инструкций', 'Охрана труда и техника безопасности']"
476,Контент-менеджер (Департамент Росзакуп),"['Коммуникабельность', 'html-верстка', 'Копирайтинг', 'Ответственность, внимательность', '1С', 'Adobe Photoshop']"
477,Руководитель отдела внешних коммуникаций (PR),"['PR', 'Работа со СМИ', 'Организация мероприятий', 'Копирайтинг', 'Организаторские навыки']"
478,Руководитель отдела внешних коммуникаций (PR),"['PR', 'Работа со СМИ', 'Организация мероприятий', 'Копирайтинг', 'Организаторские навыки']"
479,SMM-менеджер (офис),"['SMM', 'Ведение групп в социальных сетях', 'Копирайтинг', 'Adobe Photoshop', 'Наполнение контентом', 'Написание статей', 'Рерайтинг', 'Поиск информации в интернет', 'Написание рекламных статей', 'Написание пресс-релизов', 'Социальные сети', 'Корректура текстов', 'Редактирование текстов', 'Гибкость', 'Креативность', 'Написание текстов', 'Грамотность', 'Internet', 'Партнерские программы в социальных сетях', 'Аудит SMM']"
480,Пресс-секретарь,[]
481,Райтер,"['Грамотность', 'Написание текстов', 'Написание статей', 'Подготовка интервью', 'Мониторинг прессы']"
482,Руководитель отдела разработки,"['Разработка нового продукта', 'Backend', 'Kotlin', 'React', 'Работа в условиях многозадачности', 'Постановка задач', 'Frontend']"
483,Уборщица/уборщик,['Уборка']
484,Начальник информационно-аналитического отдела,"['Поиск информации в интернет', 'Социальные сети', 'HTML', 'Деловая коммуникация', 'Навыки межличностного общения']"
485,Сотрудник пресс-службы (Райтер),"['Грамотность', 'Написание текстов', 'Написание статей', 'Написание пресс-релизов', 'Грамотная речь']"
486,Head of PR,[]
487,Специалист по интегрированным коммуникациям / Менеджер по маркетингу и PR,"['Английский\xa0— B2 — Средне-продвинутый', 'Копирайтинг', 'Грамотная речь', 'SMM', 'Продвижение бренда', 'Английский язык']"
488,Technical project manager (CТО),"['Управление проектами', 'Agile Project Management', 'Scrum', 'Разработка ПО', 'Управление разработкой', 'Управление командой']"
